id,column,annotation,noise_type
7304579698502192386.mp4_scene_4,shot_scale_vlm_1c_07,Uncertain.,Invalid label
7304579698502192386.mp4_scene_4,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be an aerial view of clouds with text overlaying it, making it difficult to determine a clear subject or focus within the frame.)",Tuple format error
7304579698502192386.mp4_scene_4,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Wide shot'.,Invalid label
7304579698502192386.mp4_scene_5,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7304579698502192386.mp4_scene_5,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7304579698502192386.mp4_scene_5,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7304579698502192386.mp4_scene_5,shot_scale_vlm_1c_08,Wide shot.,Invalid label
7304579698502192386.mp4_scene_5,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Wide shot"".",Invalid label
7304579698502192386.mp4_scene_6,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7304579698502192386.mp4_scene_6,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Wide shot'.,Invalid label
7304579698502192386.mp4_scene_7,shot_scale_vlm_1c_07,Medium shot.,Invalid label
7304579698502192386.mp4_scene_7,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7304579698502192386.mp4_scene_8,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7304579698502192386.mp4_scene_8,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7304579698502192386.mp4_scene_8,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7304579698502192386.mp4_scene_8,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Shot (MS). The subject, which appears to be a crowd of people, is framed from the waist up and takes up most of the frame.",Invalid label
7304579698502192386.mp4_scene_8,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Wide shot'.,Invalid label
7304579698502192386.mp4_scene_9,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7304579698502192386.mp4_scene_9,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7304579698502192386.mp4_scene_9,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7304579698502192386.mp4_scene_9,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Medium shot. The subject, which is the building with the dome, is framed from the waist up and takes up most of the frame.",Invalid label
7304579698502192386.mp4_scene_10,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7304579698502192386.mp4_scene_11,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a wide shot with the landscape and sky dominating the frame. However, without more context or a clearer view of the subject(s), it's difficult to determine if they are visible in the shot.",Tuple format error
7304579698502192386.mp4_scene_11,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Wide shot'.,Invalid label
7304579698502192386.mp4_scene_12,shot_scale_vlm_1a_10_filler,The image is a Close up shot.,Invalid label
7304579698502192386.mp4_scene_12,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Close-Up (MCU). The subject, which appears to be a series of lights or beams of light, occupies most of the frame from head to shoulders.",Invalid label
7304579698502192386.mp4_scene_12,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is 'Medium shot'. The subject (the lights in the sky) is framed from the waist up, and the background is less prominent than in a wide shot.",Invalid label
7304579698502192386.mp4_scene_13,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7304579698502192386.mp4_scene_13,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7304579698502192386.mp4_scene_13,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7304579698502192386.mp4_scene_13,shot_scale_vlm_1c_06,Uncertain.,Invalid label
7304579698502192386.mp4_scene_13,shot_scale_vlm_1c_07,Uncertain.,Invalid label
7304579698502192386.mp4_scene_13,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a wide shot with people silhouetted against a sunset sky, but it's difficult to determine the exact shot scale due to the lack of clear visual elements and the potential for movement or focus changes.",Tuple format error
7304579698502192386.mp4_scene_13,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Wide shot'.,Invalid label
7304579698502192386.mp4_scene_14,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image shows a cityscape with buildings and smoke in the background, but it's unclear if there is a specific subject or focus within the frame.)",Tuple format error
7304579698502192386.mp4_scene_14,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Wide shot'.,Invalid label
7304579698502192386.mp4_scene_15,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7304579698502192386.mp4_scene_15,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7304579698502192386.mp4_scene_15,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7304579698502192386.mp4_scene_15,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a medium shot as it shows a building and some trees with text overlay. However, the focus on the text makes it difficult to determine the exact shot scale.",Tuple format error
7304579698502192386.mp4_scene_15,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Wide shot'.,Invalid label
7304579698502192386.mp4_scene_16,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image shows a wide view of a burning building with smoke rising into the sky and text overlaid on the screen. However, it is unclear if there is a specific subject in focus or if the frame is dominated by the environment.)",Tuple format error
7304579698502192386.mp4_scene_16,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Wide shot'.,Invalid label
7304579698502192386.mp4_scene_17,shot_scale_vlm_1c_07,Medium shot.,Invalid label
7304579698502192386.mp4_scene_17,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7304579698502192386.mp4_scene_18,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The provided image appears to be a screenshot from a video, but it does not show any discernible subject or focus within the frame. It displays a map with location names and some text, which suggests that the content is more about the setting rather than a specific shot scale.",Tuple format error
7304579698502192386.mp4_scene_18,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Empty"".",Invalid label
7304579698502192386.mp4_scene_19,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7304579698502192386.mp4_scene_20,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Medium close up'.,Invalid label
7304579698502192386.mp4_scene_21,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image shows a scene with debris and ruins, but it is difficult to determine the exact shot scale due to the lack of clear subjects or focal points within the frame.)",Tuple format error
7304579698502192386.mp4_scene_21,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Medium full shot'.,Invalid label
7304579698502192386.mp4_scene_22,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7304579698502192386.mp4_scene_22,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7304579698502192386.mp4_scene_22,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7304579698502192386.mp4_scene_22,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Wide shot'.,Invalid label
7304579698502192386.mp4_scene_23,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an empty frame with no discernible subject or focus. However, there are some faint lines and shapes that could potentially be interpreted as part of a design element or background detail. Without more context or visual information, it is difficult to confidently classify the shot scale.",Tuple format error
7304579698502192386.mp4_scene_23,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Empty'.,Invalid label
7304579698502192386.mp4_scene_24,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The subject is framed from the head up and takes up most of the frame, with a focus on the text overlay and the night sky with lights.)",Tuple format error
7304579698502192386.mp4_scene_24,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Medium shot'.,Invalid label
7304579698502192386.mp4_scene_25,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Medium shot. The subject (a person in military uniform) is framed from the waist up, and they take up most of the frame.",Invalid label
7304579698502192386.mp4_scene_26,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Medium shot. The subject (a person) is framed from the waist up, and they take up most of the frame.",Invalid label
7304579698502192386.mp4_scene_27,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium close up"".",Invalid label
7304579698502192386.mp4_scene_28,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7304579698502192386.mp4_scene_29,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7304579698502192386.mp4_scene_29,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7304579698502192386.mp4_scene_29,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7304579698502192386.mp4_scene_29,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Wide shot"".",Invalid label
7304579698502192386.mp4_scene_30,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close Up.,Invalid label
7304352246119025922.mp4_scene_1,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"".",Invalid label
7304352246119025922.mp4_scene_2,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Close Up. The subject (a person in military uniform) takes up most of the frame from head to shoulders, with the background details such as the wooden structure and soil being visible but not dominating the scene.",Invalid label
7304352246119025922.mp4_scene_3,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject (a person in military uniform) takes up most of the frame from head to shoulders, with minimal background visible.",Invalid label
7304352246119025922.mp4_scene_4,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an empty frame with no discernible subject or focus, showing only the setting or environment. However, the presence of a bench in the background and the tiled floor suggests that there might be a subject or focal point outside the frame.",Tuple format error
7304352246119025922.mp4_scene_4,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Empty'.,Invalid label
7303317684148555009.mp4_scene_1,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject (a person standing at a podium) takes up most of the frame from head to shoulders, with the background being less prominent.",Invalid label
7304459465414298882.mp4_scene_1,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject (a person standing behind a podium) is framed from the waist up, with the background less prominent than in a wide shot.",Invalid label
7304459465414298882.mp4_scene_2,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The frame shows an aerial view of a building with text overlays and no discernible subject or focus within the visible area.)",Tuple format error
7304459465414298882.mp4_scene_2,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be an aerial view of a building with text overlays, making it difficult to determine the specific shot scale without more context or visual cues.)",Tuple format error
7304459465414298882.mp4_scene_2,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Wide shot'.,Invalid label
7304459465414298882.mp4_scene_3,shot_scale_vlm_1c_06,Medium shot.,Invalid label
7304459465414298882.mp4_scene_3,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7304459465414298882.mp4_scene_4,shot_scale_vlm_1c_06,Uncertain.,Invalid label
7304459465414298882.mp4_scene_4,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be very blurry and lacks clear visual elements that would allow for a confident classification. There are no discernible subjects or focus points, making it difficult to determine the shot scale with certainty.",Tuple format error
7304459465414298882.mp4_scene_4,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Empty'.,Invalid label
7304459465414298882.mp4_scene_5,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject (a person in uniform) takes up most of the frame from head to shoulders, and the background is blurred.",Invalid label
7304459465414298882.mp4_scene_6,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7304459465414298882.mp4_scene_6,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7304459465414298882.mp4_scene_6,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be a medium shot as it shows a person from the waist up and includes some background details, but the focus on the subject is not clear due to the low lighting and blurred features.)",Tuple format error
7304459465414298882.mp4_scene_6,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is 'Medium shot'. The subject is framed from the waist up, and the background is less prominent than in a wide shot.",Invalid label
7304459465414298882.mp4_scene_7,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7304459465414298882.mp4_scene_8,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"".",Invalid label
7303238806273068290.mp4_scene_1,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7303238806273068290.mp4_scene_2,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Wide shot'.,Invalid label
7303238806273068290.mp4_scene_3,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium close up"". The subject (a vehicle with a bright light) takes up most of the frame from head to shoulders, and the background is less prominent.",Invalid label
7303238806273068290.mp4_scene_4,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium close up"". The subject is framed from the head up to the shoulders and takes up most of the frame.",Invalid label
7303238806273068290.mp4_scene_5,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be taken at night with low lighting conditions, making it difficult to discern specific details about the subject or their surroundings. The frame is mostly dark, and there are no clear subjects visible. Therefore, it is challenging to classify this shot scale definitively.",Tuple format error
7303238806273068290.mp4_scene_5,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Medium shot'. The subject is framed from the waist up and takes up most of the frame.,Invalid label
7303238806273068290.mp4_scene_6,shot_scale_vlm_1c_06,Uncertain.,Invalid label
7303238806273068290.mp4_scene_6,shot_scale_vlm_1c_07,Uncertain.,Invalid label
7303238806273068290.mp4_scene_6,shot_scale_vlm_1c_08,Uncertain.,Invalid label
7303238806273068290.mp4_scene_6,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be a wide shot with the building and text taking up most of the frame, but it's difficult to determine if there is a subject in focus due to the lack of visible human figures or objects.)",Tuple format error
7303238806273068290.mp4_scene_6,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Wide shot'.,Invalid label
7303238806273068290.mp4_scene_7,shot_scale_vlm_1a_09_tuple,"('Uncertain', 'Motivation')",Motivation too short
7303238806273068290.mp4_scene_7,shot_scale_vlm_1c_06,Uncertain.,Invalid label
7303238806273068290.mp4_scene_7,shot_scale_vlm_1c_07,Uncertain.,Invalid label
7303238806273068290.mp4_scene_7,shot_scale_vlm_1c_08,Uncertain.,Invalid label
7303238806273068290.mp4_scene_7,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be a close-up shot due to the limited visible area and focus on specific objects within the frame. However, without more context or additional visual information, it's challenging to accurately classify the shot scale.)",Tuple format error
7303238806273068290.mp4_scene_7,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Medium close up'.,Invalid label
7303238806273068290.mp4_scene_9,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a close-up shot, but it's difficult to determine the exact shot scale without more context or additional frames for comparison.",Tuple format error
7303238806273068290.mp4_scene_9,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is 'Medium close up'. The subject (the ground and debris) takes up most of the frame from head to shoulders, with a focus on the details of the environment.",Invalid label
7303142438921702658.mp4_scene_1,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7303142438921702658.mp4_scene_2,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The subject occupies most of the frame from head to shoulders, with the background showing a sports field and stadium seating, indicating a medium close-up shot.)",Tuple format error
7303142438921702658.mp4_scene_2,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium close up"". The subject (a person in military uniform) takes up most of the frame from head to shoulders, with some background visible but not dominating.",Invalid label
7303142438921702658.mp4_scene_3,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject (a person in military uniform) takes up most of the frame from head to shoulders, with the background showing part of a vehicle.",Invalid label
7303142438921702658.mp4_scene_4,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject, a person in uniform, is framed from the head up to the shoulders and takes up most of the frame.",Invalid label
7303142438921702658.mp4_scene_5,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject (a person in military uniform) takes up most of the frame from head to shoulders, with minimal background details.",Invalid label
7303142438921702658.mp4_scene_6,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject (a person in military uniform) is framed from the waist up, and the background is visible but not as prominent as the subject.",Invalid label
7303142438921702658.mp4_scene_8,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject (a person in military uniform) is framed from the waist up, with the background showing some elements of their surroundings.",Invalid label
7303142438921702658.mp4_scene_9,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7303142438921702658.mp4_scene_11,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7303142438921702658.mp4_scene_12,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject, a person in uniform, occupies most of the frame from head to shoulders and takes up most of the space.",Invalid label
7303142438921702658.mp4_scene_13,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"". The subject, a person in uniform, is framed from the waist up and takes up most of the frame.",Invalid label
7303142438921702658.mp4_scene_14,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium close up"". The subject (a person in a military uniform) takes up most of the frame from head to shoulders, and the background is less prominent than in wider shots.",Invalid label
7302839195809189121.mp4_scene_1,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"".",Invalid label
7302839195809189121.mp4_scene_2,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium close up"". The subject (a person in military uniform) takes up most of the frame from head to shoulders, with the background being less prominent.",Invalid label
7302839195809189121.mp4_scene_3,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject (a person in military uniform) takes up most of the frame from head to shoulders, with minimal background detail.",Invalid label
7302839195809189121.mp4_scene_4,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"". The subject, a person in military uniform, is framed from the waist up and takes up most of the frame.",Invalid label
7302839195809189121.mp4_scene_5,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"". The subject is framed from the waist up, and the background is less prominent than in a wide shot.",Invalid label
7302839195809189121.mp4_scene_6,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be completely black with no discernible subject or focus, making it difficult to classify as any specific shot scale.",Tuple format error
7302786045517630721.mp4_scene_1,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject (a person in military attire) takes up most of the frame from head to shoulders, with the background showing some flags and a building.",Invalid label
7302786045517630721.mp4_scene_2,shot_scale_vlm_1b_06,MS (Medium Shot),Invalid label
7302786045517630721.mp4_scene_2,shot_scale_vlm_1b_09_tuple,"('Medium Shot', 'The subject is framed from the waist up and takes up most of the frame, with other soldiers and trees in the background providing context but not dominating the scene.')",Invalid label
7302786045517630721.mp4_scene_2,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Shot (MS). The subject, which includes multiple individuals in military uniforms, is framed from the waist up and takes up most of the frame. The background, while not as prominent as in a wide shot, still provides context to the scene.",Invalid label
7302786045517630721.mp4_scene_2,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Medium shot. The subject, which includes multiple soldiers in uniform, is framed from the waist up and takes up most of the frame. The background, while present, is not as prominent as the subjects themselves.",Invalid label
7302786045517630721.mp4_scene_3,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject, a person in military attire, is framed from the waist up and takes up most of the frame. The background includes some flags and text overlays, but they are not the main focus of the shot.",Invalid label
7302786045517630721.mp4_scene_4,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7302786045517630721.mp4_scene_4,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7302786045517630721.mp4_scene_4,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7302786045517630721.mp4_scene_4,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Shot (MS). The subject, which appears to be a group of people, is framed from the waist up and takes up most of the frame.",Invalid label
7302786045517630721.mp4_scene_4,shot_scale_vlm_1c_06,Wide shot.,Invalid label
7302786045517630721.mp4_scene_4,shot_scale_vlm_1c_07,Wide shot.,Invalid label
7302786045517630721.mp4_scene_4,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Wide Shot.,Invalid label
7302786045517630721.mp4_scene_5,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7302786045517630721.mp4_scene_6,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium close up"". The subject (a person in military uniform) takes up most of the frame from head to shoulders, and the background is less prominent.",Invalid label
7302786045517630721.mp4_scene_7,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7302786045517630721.mp4_scene_8,shot_scale_vlm_1b_06,FS (Full Shot),Invalid label
7302786045517630721.mp4_scene_8,shot_scale_vlm_1b_07,FS (Full Shot),Invalid label
7302786045517630721.mp4_scene_8,shot_scale_vlm_1b_08,FS (Full Shot),Invalid label
7302786045517630721.mp4_scene_8,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Shot (MS). The subject, which includes the soldiers and people in the background, is framed from the waist up.",Invalid label
7302786045517630721.mp4_scene_8,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is 'Medium shot'. The subject (soldiers and civilians) is framed from the waist up, with the background visible but not dominating the frame.",Invalid label
7302786045517630721.mp4_scene_9,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close Up.,Invalid label
7302786045517630721.mp4_scene_10,shot_scale_vlm_1b_08,FS (Full Shot),Invalid label
7302786045517630721.mp4_scene_10,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Shot (MS). The subject, which includes the soldiers and the flag, is framed from the waist up.",Invalid label
7302786045517630721.mp4_scene_10,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Medium shot. The subject (the soldiers) is framed from the waist up, and they take up most of the frame.",Invalid label
7302786045517630721.mp4_scene_11,shot_scale_vlm_1b_06,FS (Full Shot),Invalid label
7302786045517630721.mp4_scene_11,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7302786045517630721.mp4_scene_11,shot_scale_vlm_1b_08,FS (Full Shot),Invalid label
7302786045517630721.mp4_scene_11,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Shot (MS). The subject, which includes the soldiers and the crowd, is framed from the waist up.",Invalid label
7302786045517630721.mp4_scene_11,shot_scale_vlm_1c_06,Wide shot.,Invalid label
7302786045517630721.mp4_scene_11,shot_scale_vlm_1c_07,Wide shot.,Invalid label
7302786045517630721.mp4_scene_11,shot_scale_vlm_1c_08,Wide shot.,Invalid label
7302786045517630721.mp4_scene_11,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Medium shot. The subject (soldiers) are framed from the waist up, and they take up most of the frame.",Invalid label
7302786045517630721.mp4_scene_12,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7302786045517630721.mp4_scene_12,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7302786045517630721.mp4_scene_12,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7302786045517630721.mp4_scene_12,shot_scale_vlm_1b_10_filler,The shot scale for this image is a Medium Shot (MS).,Invalid label
7302786045517630721.mp4_scene_12,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Wide shot'.,Invalid label
7302786045517630721.mp4_scene_13,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject (a person in military attire) takes up most of the frame from head to shoulders, with minimal background visible.",Invalid label
7302786045517630721.mp4_scene_14,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7302786045517630721.mp4_scene_14,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7302786045517630721.mp4_scene_14,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7302786045517630721.mp4_scene_14,shot_scale_vlm_1b_10_filler,The shot scale in this image is a Medium Shot (MS).,Invalid label
7302786045517630721.mp4_scene_14,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Wide shot'.,Invalid label
7301786158953024770.mp4_scene_1,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject (a person standing behind a podium) is framed from the waist up, with the background less prominent than in a wide shot.",Invalid label
7301501906440981761.mp4_scene_1,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Close Up. The subject, a person in military uniform, occupies most of the frame from head to shoulders and takes up most of the space within the frame.",Invalid label
7301501906440981761.mp4_scene_2,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7301501906440981761.mp4_scene_3,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7301501906440981761.mp4_scene_4,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7301501906440981761.mp4_scene_5,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7301501906440981761.mp4_scene_6,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close Up.,Invalid label
7301501906440981761.mp4_scene_7,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Close up'.,Invalid label
7301501906440981761.mp4_scene_8,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7301501906440981761.mp4_scene_9,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"".",Invalid label
7301501906440981761.mp4_scene_10,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7301501906440981761.mp4_scene_11,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Close up'.,Invalid label
7301501906440981761.mp4_scene_12,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Close up'.,Invalid label
7301501906440981761.mp4_scene_13,shot_scale_vlm_1b_09_tuple,"('Empty', 'The shot focuses on an empty hole in the ground with no discernible subject or focus within it, only showing the surrounding environment and objects like pipes.)",Tuple format error
7301501906440981761.mp4_scene_13,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium full shot"".",Invalid label
7301501906440981761.mp4_scene_14,shot_scale_vlm_1a_09_tuple,"('Wide shot', 'The frame shows an interior space with walls and a window, but no discernible subject or focal point within the frame; the background is more prominent than any potential subject.')
('Medium full shot', 'The frame captures a person from the knees up, with the focus on their body and the surrounding environment.')
('Uncertain', 'The image appears to be taken in an indoor setting, but it's difficult to determine if there is a clear subject or focal point due to the lack of context provided by the image itself.')",Tuple format error
7301501906440981761.mp4_scene_14,shot_scale_vlm_1b_09_tuple,"('Empty', 'uncertain')",Motivation too short
7301501906440981761.mp4_scene_14,shot_scale_vlm_1c_07,Uncertain.,Invalid label
7301501906440981761.mp4_scene_14,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a wide shot with the background dominating the scene, but it's difficult to determine the exact shot scale due to the lack of clear visual elements and the presence of text overlay.",Tuple format error
7301501906440981761.mp4_scene_14,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is 'Medium shot'. The subject (the mural on the wall) is framed from the waist up, and it takes up most of the frame.",Invalid label
7301501906440981761.mp4_scene_15,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium close up"". The subject (the anatomical diagram) takes up most of the frame from head to shoulders, with minimal background visible.",Invalid label
7301501906440981761.mp4_scene_16,shot_scale_vlm_1c_07,Uncertain.,Invalid label
