id,spox_gender_m,location_m,combat_presence_m,shot_scale_m,selfie_m
7345833350906563841.mp4_scene_3,no_spox,Outdoor,Combat,Medium full shot,Non-selfie
7345833350906563841.mp4_scene_4,M,Outdoor,Combat,Medium full shot,Non-selfie
7345833350906563841.mp4_scene_5,no_spox,Outdoor,Combat,Medium full shot,Non-selfie
7345833350906563841.mp4_scene_6,M,Outdoor,Combat,Medium full shot,Non-selfie
7345833350906563841.mp4_scene_7,no_spox,Outdoor,Combat,Medium full shot,Non-selfie
7345833350906563841.mp4_scene_8,M,Outdoor,Combat,Medium full shot,Non-selfie
7345833350906563841.mp4_scene_9,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7345833350906563841.mp4_scene_10,M,Outdoor,Combat,Medium full shot,Non-selfie
7345833350906563841.mp4_scene_11,no_spox,Outdoor,Combat,Medium full shot,Non-selfie
7345833350906563841.mp4_scene_12,M,Outdoor,Combat,Medium full shot,Non-selfie
7345833350906563841.mp4_scene_13,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7347367797426736386.mp4_scene_1,no_spox,Outdoor,Combat,Empty,Non-selfie
7347367797426736386.mp4_scene_2,no_spox,Outdoor,Combat,Empty,Non-selfie
7347367797426736386.mp4_scene_3,no_spox,Indoor,Combat,Empty,Non-selfie
7347367797426736386.mp4_scene_4,no_spox,Outdoor,Combat,Empty,Non-selfie
7347367797426736386.mp4_scene_5,no_spox,Outdoor,Combat,Empty,Non-selfie
7347367797426736386.mp4_scene_6,no_spox,Outdoor,Combat,Empty,Non-selfie
7347367797426736386.mp4_scene_7,no_spox,Graphics,Graphics,Empty,Non-selfie
7347367797426736386.mp4_scene_8,no_spox,Indoor,Combat,Empty,Non-selfie
7347367797426736386.mp4_scene_9,no_spox,Outdoor,Combat,Empty,Non-selfie
7347367797426736386.mp4_scene_10,no_spox,Indoor,Combat,Empty,Non-selfie
7347367797426736386.mp4_scene_11,no_spox,Indoor,Combat,Empty,Non-selfie
7347367797426736386.mp4_scene_12,no_spox,Graphics,Graphics,Empty,Non-selfie
7347367797426736386.mp4_scene_13,no_spox,Indoor,Combat,Empty,Non-selfie
7347367797426736386.mp4_scene_14,no_spox,Outdoor,Combat,Empty,Non-selfie
7347367797426736386.mp4_scene_15,no_spox,Graphics,Graphics,Empty,Non-selfie
7347367797426736386.mp4_scene_16,no_spox,Graphics,Graphics,Empty,Non-selfie
7347367797426736386.mp4_scene_17,no_spox,Graphics,Graphics,Empty,Non-selfie
7347367797426736386.mp4_scene_18,M,Outdoor,Non-combat,Medium shot,Non-selfie
7347367797426736386.mp4_scene_19,M,Outdoor,Non-combat,Medium shot,Non-selfie
7347367797426736386.mp4_scene_20,M,Outdoor,Non-combat,Medium shot,Non-selfie
7347367797426736386.mp4_scene_21,no_spox,Outdoor,Combat,Empty,Non-selfie
7347367797426736386.mp4_scene_22,no_spox,Outdoor,Combat,Empty,Non-selfie
7347367797426736386.mp4_scene_23,no_spox,Outdoor,Combat,Empty,Non-selfie
7347367797426736386.mp4_scene_24,no_spox,Outdoor,Combat,Empty,Non-selfie
7347367797426736386.mp4_scene_25,no_spox,Graphics,Graphics,Empty,Non-selfie
7347367797426736386.mp4_scene_26,no_spox,Graphics,Graphics,Empty,Non-selfie
7347367797426736386.mp4_scene_27,no_spox,Graphics,Graphics,Empty,Non-selfie
7347367797426736386.mp4_scene_28,no_spox,Outdoor,Combat,Empty,Non-selfie
7347367797426736386.mp4_scene_29,no_spox,Outdoor,Combat,Empty,Non-selfie
7347367797426736386.mp4_scene_30,no_spox,Outdoor,Combat,Empty,Non-selfie
7347367797426736386.mp4_scene_31,no_spox,Outdoor,Combat,Empty,Non-selfie
7347367797426736386.mp4_scene_32,no_spox,Graphics,Graphics,Empty,Non-selfie
7347367797426736386.mp4_scene_33,M,Outdoor,Non-combat,Medium shot,Non-selfie
7347367797426736386.mp4_scene_34,no_spox,Outdoor,Combat,Empty,Non-selfie
7347367797426736386.mp4_scene_35,no_spox,Outdoor,Combat,Empty,Non-selfie
7347367797426736386.mp4_scene_36,no_spox,Indoor,Combat,Empty,Non-selfie
7347367797426736386.mp4_scene_37,no_spox,Outdoor,Combat,Empty,Non-selfie
7347367797426736386.mp4_scene_38,no_spox,Outdoor,Combat,Empty,Non-selfie
7347367797426736386.mp4_scene_39,no_spox,Outdoor,Combat,Empty,Non-selfie
7347367797426736386.mp4_scene_40,M,Outdoor,Non-combat,Medium close up,Non-selfie
7347367797426736386.mp4_scene_41,no_spox,Graphics,Graphics,Empty,Non-selfie
7347367797426736386.mp4_scene_42,M,Outdoor,Non-combat,Medium shot,Non-selfie
7347367797426736386.mp4_scene_43,no_spox,Graphics,Graphics,Empty,Non-selfie
7347367797426736386.mp4_scene_44,M,Outdoor,Non-combat,Medium shot,Non-selfie
7347367797426736386.mp4_scene_45,M,Outdoor,Non-combat,Medium shot,Non-selfie
7347367797426736386.mp4_scene_46,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7347367797426736386.mp4_scene_47,no_spox,Outdoor,Combat,Empty,Non-selfie
7347367797426736386.mp4_scene_48,no_spox,Outdoor,Combat,Empty,Non-selfie
7347367797426736386.mp4_scene_49,no_spox,Outdoor,Combat,Empty,Non-selfie
7347367797426736386.mp4_scene_50,no_spox,Outdoor,Combat,Empty,Non-selfie
7348487733796457729.mp4_scene_1,M,Outdoor,Combat,Medium shot,Non-selfie
7348487733796457729.mp4_scene_2,M,Outdoor,Combat,Medium shot,Non-selfie
7348487733796457729.mp4_scene_3,M,Outdoor,Combat,Medium shot,Non-selfie
7348487733796457729.mp4_scene_4,M,Outdoor,Combat,Medium shot,Non-selfie
7348487733796457729.mp4_scene_5,M,Outdoor,Combat,Medium shot,Non-selfie
7348487733796457729.mp4_scene_6,M,Outdoor,Combat,Medium shot,Non-selfie
7348487733796457729.mp4_scene_7,M,Outdoor,Combat,Medium shot,Non-selfie
7348487733796457729.mp4_scene_8,M,Outdoor,Combat,Medium shot,Non-selfie
7348487733796457729.mp4_scene_9,M,Outdoor,Combat,Medium shot,Non-selfie
7349653141559741704.mp4_scene_1,mixed,Outdoor,Non-combat,Full shot,Non-selfie
7349653141559741704.mp4_scene_2,M,Outdoor,Non-combat,Full shot,Non-selfie
7349653141559741704.mp4_scene_3,M,Outdoor,Non-combat,Medium full shot,Non-selfie
7349653141559741704.mp4_scene_4,M,Outdoor,Non-combat,Medium full shot,Non-selfie
7349653141559741704.mp4_scene_5,M,Outdoor,Non-combat,Full shot,Non-selfie
7349653141559741704.mp4_scene_6,M,Outdoor,Non-combat,Medium shot,Non-selfie
7349653141559741704.mp4_scene_7,M,Indoor,Non-combat,Medium full shot,Non-selfie
7349653141559741704.mp4_scene_8,M,Outdoor,Non-combat,Medium full shot,Non-selfie
7349653141559741704.mp4_scene_9,M,Outdoor,Non-combat,Full shot,Non-selfie
7349653141559741704.mp4_scene_10,M,Outdoor,Non-combat,Full shot,Non-selfie
7349653141559741704.mp4_scene_11,M,Outdoor,Non-combat,Medium shot,Non-selfie
7349653141559741704.mp4_scene_12,M,Outdoor,Non-combat,Medium full shot,Non-selfie
7349653141559741704.mp4_scene_13,mixed,Outdoor,Non-combat,Full shot,Non-selfie
7349653141559741704.mp4_scene_14,mixed,Outdoor,Non-combat,Full shot,Non-selfie
7352976654261652753.mp4_scene_1,no_spox,Indoor,Non-combat,Empty,Non-selfie
7352976654261652753.mp4_scene_2,M,Indoor,Non-combat,Medium close up,Non-selfie
7352976654261652753.mp4_scene_3,M,Indoor,Non-combat,Medium close up,Non-selfie
7352976654261652753.mp4_scene_4,M,Indoor,Non-combat,Medium close up,Non-selfie
7352976654261652753.mp4_scene_5,no_spox,Indoor,Non-combat,Empty,Non-selfie
7357463831200730384.mp4_scene_1,M,Indoor,Non-combat,Medium shot,Non-selfie
7357772207445134608.mp4_scene_1,F,Indoor,Non-combat,Medium shot,Non-selfie
7357772207445134608.mp4_scene_2,no_spox,Outdoor,Combat,Empty,Non-selfie
7357772207445134608.mp4_scene_3,no_spox,Graphics,Graphics,Empty,Non-selfie
7357772207445134608.mp4_scene_4,F,Indoor,Non-combat,Medium shot,Non-selfie
7357772207445134608.mp4_scene_5,no_spox,Graphics,Graphics,Empty,Non-selfie
7357772207445134608.mp4_scene_6,F,Indoor,Non-combat,Medium close up,Non-selfie
7357772207445134608.mp4_scene_7,F,Indoor,Non-combat,Medium shot,Non-selfie
7357772207445134608.mp4_scene_8,no_spox,Outdoor,Combat,Empty,Non-selfie
7357772207445134608.mp4_scene_9,no_spox,Outdoor,Combat,Empty,Non-selfie
7357772207445134608.mp4_scene_10,no_spox,Indoor,Combat,Empty,Non-selfie
7357772207445134608.mp4_scene_11,F,Indoor,Non-combat,Medium shot,Non-selfie
7357772207445134608.mp4_scene_12,F,Indoor,Non-combat,Medium close up,Non-selfie
7357772207445134608.mp4_scene_13,no_spox,Graphics,Graphics,Empty,Non-selfie
7357772207445134608.mp4_scene_14,F,Indoor,Non-combat,Medium shot,Non-selfie
7357772207445134608.mp4_scene_15,F,Indoor,Non-combat,Medium close up,Non-selfie
7357772207445134608.mp4_scene_16,F,Indoor,Non-combat,Medium shot,Non-selfie
7357772207445134608.mp4_scene_17,F,Indoor,Non-combat,Medium close up,Non-selfie
7357772207445134608.mp4_scene_18,F,Indoor,Non-combat,Medium shot,Non-selfie
7357772207445134608.mp4_scene_19,no_spox,Graphics,Graphics,Empty,Non-selfie
7357772207445134608.mp4_scene_20,F,Indoor,Non-combat,Medium shot,Non-selfie
7357772207445134608.mp4_scene_21,no_spox,Outdoor,Combat,Empty,Non-selfie
7357772207445134608.mp4_scene_22,no_spox,Outdoor,Combat,Empty,Non-selfie
7357772207445134608.mp4_scene_23,no_spox,Outdoor,Combat,Empty,Non-selfie
7357772207445134608.mp4_scene_24,no_spox,Outdoor,Combat,Empty,Non-selfie
7357772207445134608.mp4_scene_25,no_spox,Outdoor,Combat,Empty,Non-selfie
7357772207445134608.mp4_scene_26,F,Indoor,Non-combat,Medium close up,Non-selfie
7357772207445134608.mp4_scene_27,F,Indoor,Non-combat,Medium shot,Non-selfie
7357772207445134608.mp4_scene_28,no_spox,Outdoor,Combat,Empty,Non-selfie
7357772207445134608.mp4_scene_29,no_spox,Outdoor,Combat,Empty,Non-selfie
7357772207445134608.mp4_scene_30,no_spox,Outdoor,Combat,Empty,Non-selfie
7357772207445134608.mp4_scene_31,no_spox,Graphics,Graphics,Empty,Non-selfie
7357772207445134608.mp4_scene_32,F,Indoor,Non-combat,Medium shot,Non-selfie
7357772207445134608.mp4_scene_33,no_spox,Outdoor,Combat,Empty,Non-selfie
7357772207445134608.mp4_scene_34,F,Indoor,Non-combat,Medium shot,Non-selfie
7358551328412486928.mp4_scene_1,F,Outdoor,Combat,Medium full shot,Non-selfie
7358551328412486928.mp4_scene_2,no_spox,Outdoor,Combat,Empty,Non-selfie
7358551328412486928.mp4_scene_3,F,Outdoor,Combat,Medium full shot,Non-selfie
7360386332880948481.mp4_scene_1,F,Outdoor,Combat,Medium full shot,Non-selfie
7360386332880948481.mp4_scene_2,no_spox,Outdoor,Combat,Empty,Non-selfie
7360386332880948481.mp4_scene_3,F,Outdoor,Combat,Medium full shot,Non-selfie
7360386332880948481.mp4_scene_4,no_spox,Outdoor,Combat,Empty,Non-selfie
7360386332880948481.mp4_scene_5,F,Outdoor,Combat,Medium shot,Non-selfie
7360386332880948481.mp4_scene_6,no_spox,Graphics,Graphics,Empty,Non-selfie
7363694230851620113.mp4_scene_1,M,Outdoor,Non-combat,Medium close up,Non-selfie
7363694230851620113.mp4_scene_2,M,Outdoor,Non-combat,Medium close up,Non-selfie
7363694230851620113.mp4_scene_3,M,Outdoor,Non-combat,Medium close up,Non-selfie
7363694230851620113.mp4_scene_4,M,Outdoor,Non-combat,Medium close up,Non-selfie
7363694230851620113.mp4_scene_5,M,Outdoor,Non-combat,Medium close up,Non-selfie
7363694230851620113.mp4_scene_6,M,Outdoor,Non-combat,Medium close up,Non-selfie
7363694230851620113.mp4_scene_7,M,Outdoor,Non-combat,Medium close up,Non-selfie
7363694230851620113.mp4_scene_8,no_spox,Outdoor,Non-combat,Wide shot,Non-selfie
7363694230851620113.mp4_scene_9,M,Outdoor,Non-combat,Medium close up,Non-selfie
7363694230851620113.mp4_scene_10,M,Outdoor,Non-combat,Medium close up,Non-selfie
7363694230851620113.mp4_scene_11,M,Outdoor,Non-combat,Medium close up,Non-selfie
7363694230851620113.mp4_scene_12,M,Outdoor,Non-combat,Medium close up,Non-selfie
7363694230851620113.mp4_scene_13,M,Outdoor,Non-combat,Medium close up,Non-selfie
7363694230851620113.mp4_scene_14,M,Outdoor,Non-combat,Medium close up,Non-selfie
7363694230851620113.mp4_scene_15,M,Outdoor,Non-combat,Medium close up,Non-selfie
7363694230851620113.mp4_scene_16,M,Outdoor,Non-combat,Medium close up,Non-selfie
7363694230851620113.mp4_scene_17,M,Outdoor,Non-combat,Medium close up,Non-selfie
7363694230851620113.mp4_scene_18,M,Outdoor,Non-combat,Medium close up,Non-selfie
7363694230851620113.mp4_scene_19,M,Outdoor,Non-combat,Medium close up,Non-selfie
7363694230851620113.mp4_scene_20,M,Outdoor,Non-combat,Medium close up,Non-selfie
7365531535774207248.mp4_scene_1,M,Indoor,Non-combat,Medium close up,Non-selfie
7365531535774207248.mp4_scene_2,no_spox,Outdoor,Combat,Full shot,Non-selfie
7365531535774207248.mp4_scene_3,M,Indoor,Non-combat,Medium close up,Non-selfie
7365531535774207248.mp4_scene_4,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7365531535774207248.mp4_scene_5,F,Indoor,Non-combat,Medium close up,Non-selfie
7365531535774207248.mp4_scene_6,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7365531535774207248.mp4_scene_7,F,Indoor,Non-combat,Medium close up,Non-selfie
7365531535774207248.mp4_scene_8,no_spox,Outdoor,Combat,Full shot,Non-selfie
7365531535774207248.mp4_scene_9,M,Indoor,Non-combat,Medium close up,Non-selfie
7365531535774207248.mp4_scene_10,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7365531535774207248.mp4_scene_11,M,Indoor,Non-combat,Medium close up,Non-selfie
7365531535774207248.mp4_scene_12,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7365531535774207248.mp4_scene_13,F,Indoor,Non-combat,Medium close up,Non-selfie
7365531535774207248.mp4_scene_14,no_spox,Outdoor,Combat,Empty,Non-selfie
7365531535774207248.mp4_scene_15,F,Indoor,Non-combat,Medium close up,Non-selfie
7365531535774207248.mp4_scene_16,no_spox,Indoor,Combat,Medium full shot,Non-selfie
7365531535774207248.mp4_scene_17,M,Indoor,Non-combat,Medium close up,Non-selfie
7365788863941397776.mp4_scene_1,F,Indoor,Non-combat,Medium shot,Non-selfie
7365788863941397776.mp4_scene_2,M,Outdoor,Non-combat,Medium shot,Non-selfie
7365788863941397776.mp4_scene_3,M,Outdoor,Non-combat,Medium shot,Non-selfie
7365788863941397776.mp4_scene_4,M,Indoor,Non-combat,Medium shot,Non-selfie
7365788863941397776.mp4_scene_5,F,Indoor,Non-combat,Medium shot,Non-selfie
7365788863941397776.mp4_scene_6,F,Outdoor,Non-combat,Medium shot,Non-selfie
7365788863941397776.mp4_scene_7,M,Outdoor,Non-combat,Medium shot,Non-selfie
7365788863941397776.mp4_scene_8,M,Outdoor,Non-combat,Medium shot,Non-selfie
7365788863941397776.mp4_scene_9,M,Outdoor,Non-combat,Medium shot,Non-selfie
7365788863941397776.mp4_scene_10,M,Outdoor,Non-combat,Medium full shot,Non-selfie
7365788863941397776.mp4_scene_11,F,Outdoor,Non-combat,Medium full shot,Non-selfie
7365788863941397776.mp4_scene_12,M,Outdoor,Non-combat,Medium full shot,Non-selfie
7365788863941397776.mp4_scene_13,M,Outdoor,Non-combat,Medium shot,Non-selfie
7365788863941397776.mp4_scene_14,F,Outdoor,Non-combat,Medium shot,Non-selfie
7365788863941397776.mp4_scene_15,F,Indoor,Non-combat,Medium shot,Non-selfie
7365788863941397776.mp4_scene_16,M,Outdoor,Non-combat,Medium shot,Non-selfie
7365788863941397776.mp4_scene_17,M,Outdoor,Non-combat,Medium shot,Non-selfie
7365788863941397776.mp4_scene_18,M,Outdoor,Non-combat,Medium shot,Non-selfie
7365788863941397776.mp4_scene_19,F,Indoor,Non-combat,Medium shot,Non-selfie
7365788863941397776.mp4_scene_20,M,Outdoor,Non-combat,Medium shot,Non-selfie
7365788863941397776.mp4_scene_21,M,Outdoor,Non-combat,Medium shot,Non-selfie
7366991467241393425.mp4_scene_1,M,Indoor,Non-combat,Medium shot,Non-selfie
7366991467241393425.mp4_scene_2,no_spox,Outdoor,Combat,Full shot,Non-selfie
7366991467241393425.mp4_scene_3,M,Indoor,Non-combat,Medium full shot,Non-selfie
7367077964921572625.mp4_scene_1,F,Indoor,Non-combat,Medium shot,Non-selfie
7367077964921572625.mp4_scene_2,F,Indoor,Non-combat,Medium shot,Non-selfie
7367077964921572625.mp4_scene_3,no_spox,Graphics,Graphics,Empty,Non-selfie
7367295492042001681.mp4_scene_1,F,Indoor,Non-combat,Medium shot,Non-selfie
7367295492042001681.mp4_scene_2,F,Indoor,Non-combat,Medium shot,Non-selfie
7367295492042001681.mp4_scene_3,F,Indoor,Non-combat,Medium shot,Non-selfie
7367295492042001681.mp4_scene_4,F,Indoor,Non-combat,Medium shot,Non-selfie
7367398847783423248.mp4_scene_1,M,Indoor,Non-combat,Medium shot,Non-selfie
7367791048719961345.mp4_scene_1,F,Indoor,Non-combat,Medium shot,Non-selfie
7367791048719961345.mp4_scene_2,F,Indoor,Non-combat,Medium shot,Non-selfie
7367791048719961345.mp4_scene_3,F,Indoor,Non-combat,Medium shot,Non-selfie
7367791048719961345.mp4_scene_4,F,Indoor,Non-combat,Medium shot,Non-selfie
7367791048719961345.mp4_scene_5,F,Indoor,Non-combat,Medium shot,Non-selfie
7367791048719961345.mp4_scene_6,F,Indoor,Non-combat,Medium shot,Non-selfie
7367791048719961345.mp4_scene_7,F,Indoor,Non-combat,Medium shot,Non-selfie
7367840416835636496.mp4_scene_1,M,Indoor,Non-combat,Medium close up,Non-selfie
7367840416835636496.mp4_scene_2,F,Indoor,Non-combat,Medium close up,Non-selfie
7367840416835636496.mp4_scene_3,M,Indoor,Non-combat,Medium close up,Non-selfie
7367840416835636496.mp4_scene_4,F,Indoor,Non-combat,Medium close up,Non-selfie
7367840416835636496.mp4_scene_5,F,Indoor,Non-combat,Medium shot,Non-selfie
7367840416835636496.mp4_scene_6,F,Indoor,Non-combat,Medium close up,Non-selfie
7367840416835636496.mp4_scene_7,M,Indoor,Non-combat,Medium close up,Non-selfie
7367840416835636496.mp4_scene_8,F,Indoor,Non-combat,Medium close up,Non-selfie
7367840416835636496.mp4_scene_9,F,Indoor,Non-combat,Medium shot,Non-selfie
7367840416835636496.mp4_scene_10,F,Indoor,Non-combat,Medium close up,Non-selfie
7368117526204517633.mp4_scene_1,F,Indoor,Non-combat,Medium shot,Non-selfie
7368117526204517633.mp4_scene_2,M,Indoor,Non-combat,Medium shot,Non-selfie
7368117526204517633.mp4_scene_3,F,Indoor,Non-combat,Medium shot,Non-selfie
7368117526204517633.mp4_scene_4,M,Indoor,Non-combat,Medium shot,Non-selfie
7368117526204517633.mp4_scene_5,F,Indoor,Non-combat,Medium shot,Non-selfie
7368117526204517633.mp4_scene_6,F,Indoor,Non-combat,Medium shot,Non-selfie
7368117526204517633.mp4_scene_7,F,Indoor,Non-combat,Medium shot,Non-selfie
7368117526204517633.mp4_scene_8,M,Indoor,Non-combat,Medium shot,Non-selfie
7368117526204517633.mp4_scene_9,F,Indoor,Non-combat,Medium shot,Non-selfie
7368117526204517633.mp4_scene_10,F,Indoor,Non-combat,Medium shot,Non-selfie
7368117526204517633.mp4_scene_11,M,Indoor,Non-combat,Medium shot,Non-selfie
7368117526204517633.mp4_scene_12,F,Indoor,Non-combat,Medium shot,Non-selfie
7368117526204517633.mp4_scene_13,F,Indoor,Non-combat,Medium shot,Non-selfie
7368117526204517633.mp4_scene_14,M,Indoor,Non-combat,Medium shot,Non-selfie
7368117526204517633.mp4_scene_15,M,Indoor,Non-combat,Medium shot,Non-selfie
7368117526204517633.mp4_scene_16,F,Indoor,Non-combat,Medium shot,Non-selfie
7373301226915564816.mp4_scene_1,M,Indoor,Non-combat,Medium close up,Non-selfie
7377052376907189521.mp4_scene_1,F,Outdoor,Non-combat,Medium close up,Selfie
7377052376907189521.mp4_scene_2,no_spox,Indoor,Combat,Wide shot,Non-selfie
7377052376907189521.mp4_scene_3,F,Outdoor,Non-combat,Medium close up,Selfie
7377052376907189521.mp4_scene_4,no_spox,Indoor,Combat,Wide shot,Non-selfie
7377052376907189521.mp4_scene_5,F,Outdoor,Non-combat,Medium close up,Selfie
7377052376907189521.mp4_scene_6,F,Outdoor,Non-combat,Medium close up,Selfie
7377052376907189521.mp4_scene_7,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7377052376907189521.mp4_scene_8,F,Outdoor,Non-combat,Medium close up,Selfie
7377052376907189521.mp4_scene_9,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7377052376907189521.mp4_scene_10,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7377052376907189521.mp4_scene_11,F,Outdoor,Non-combat,Medium close up,Selfie
7377052376907189521.mp4_scene_12,no_spox,Graphics,Graphics,Empty,Non-selfie
7377052376907189521.mp4_scene_13,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7377052376907189521.mp4_scene_14,F,Outdoor,Non-combat,Medium close up,Selfie
7378235135549902081.mp4_scene_1,F,Outdoor,Non-combat,Medium close up,Non-selfie
7378235135549902081.mp4_scene_2,F,Outdoor,Non-combat,Medium close up,Non-selfie
7378235135549902081.mp4_scene_3,no_spox,Graphics,Graphics,Close up,Non-selfie
7378235135549902081.mp4_scene_4,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7378235135549902081.mp4_scene_5,F,Outdoor,Non-combat,Medium close up,Non-selfie
7378235135549902081.mp4_scene_6,F,Outdoor,Non-combat,Medium close up,Non-selfie
7385305519772175634.mp4_scene_1,M,Indoor,Non-combat,Medium shot,Non-selfie
7385305519772175634.mp4_scene_2,M,Indoor,Non-combat,Medium shot,Non-selfie
7385305519772175634.mp4_scene_3,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7385305519772175634.mp4_scene_4,M,Indoor,Non-combat,Medium shot,Non-selfie
7385305519772175634.mp4_scene_5,M,Indoor,Non-combat,Medium shot,Non-selfie
7385305519772175634.mp4_scene_6,M,Indoor,Non-combat,Medium shot,Non-selfie
7385305519772175634.mp4_scene_7,M,Indoor,Non-combat,Medium shot,Non-selfie
7385305519772175634.mp4_scene_8,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7385305519772175634.mp4_scene_9,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7385305519772175634.mp4_scene_10,M,Indoor,Non-combat,Medium shot,Non-selfie
7385305519772175634.mp4_scene_11,M,Indoor,Non-combat,Medium shot,Non-selfie
7385305519772175634.mp4_scene_12,M,Indoor,Non-combat,Medium shot,Non-selfie
7385305519772175634.mp4_scene_13,M,Indoor,Non-combat,Medium shot,Non-selfie
7386685007823162642.mp4_scene_1,F,Outdoor,Non-combat,Medium close up,Selfie
7386685007823162642.mp4_scene_2,no_spox,Indoor,Non-combat,Empty,Non-selfie
7386685007823162642.mp4_scene_3,F,Indoor,Non-combat,Medium close up,Selfie
7386685007823162642.mp4_scene_4,F,Outdoor,Non-combat,Medium close up,Selfie
7386685007823162642.mp4_scene_5,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7386685007823162642.mp4_scene_6,F,Outdoor,Non-combat,Medium close up,Selfie
7388968754849369361.mp4_scene_1,F,Outdoor,Non-combat,Medium close up,Selfie
7388968754849369361.mp4_scene_2,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7388968754849369361.mp4_scene_3,F,Outdoor,Non-combat,Medium close up,Selfie
7388968754849369361.mp4_scene_4,no_spox,Outdoor,Combat,Empty,Non-selfie
7388968754849369361.mp4_scene_5,F,Outdoor,Non-combat,Medium close up,Selfie
7388968754849369361.mp4_scene_6,no_spox,Indoor,Combat,Empty,Non-selfie
7388968754849369361.mp4_scene_7,F,Outdoor,Non-combat,Medium close up,Selfie
7388968754849369361.mp4_scene_8,F,Outdoor,Non-combat,Medium close up,Selfie
7388968754849369361.mp4_scene_9,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7388968754849369361.mp4_scene_10,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7388968754849369361.mp4_scene_11,no_spox,Indoor,Combat,Empty,Non-selfie
7388968754849369361.mp4_scene_12,F,Outdoor,Non-combat,Medium close up,Selfie
7388968754849369361.mp4_scene_13,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7388968754849369361.mp4_scene_14,F,Outdoor,Non-combat,Medium close up,Selfie
7390029779774229781.mp4_scene_1,F,Outdoor,Non-combat,Medium shot,Non-selfie
7390029779774229781.mp4_scene_2,F,Outdoor,Non-combat,Medium shot,Non-selfie
7390029779774229781.mp4_scene_3,F,Outdoor,Non-combat,Medium shot,Non-selfie
7390029779774229781.mp4_scene_4,no_spox,Outdoor,Combat,Empty,Non-selfie
7390029779774229781.mp4_scene_5,F,Indoor,Combat,Full shot,Non-selfie
7390029779774229781.mp4_scene_6,F,Indoor,Combat,Medium full shot,Non-selfie
7390029779774229781.mp4_scene_7,F,Indoor,Combat,Medium full shot,Non-selfie
7396409314396687632.mp4_scene_1,M,Indoor,Non-combat,Medium shot,Non-selfie
7396409314396687632.mp4_scene_2,no_spox,Graphics,Graphics,Empty,Non-selfie
7397447925460241671.mp4_scene_1,F,Indoor,Non-combat,Medium shot,Non-selfie
7397447925460241671.mp4_scene_2,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7397447925460241671.mp4_scene_3,F,Indoor,Non-combat,Medium shot,Non-selfie
7397447925460241671.mp4_scene_4,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7397447925460241671.mp4_scene_5,F,Indoor,Non-combat,Medium shot,Non-selfie
7397447925460241671.mp4_scene_6,no_spox,Outdoor,Combat,Empty,Non-selfie
7397447925460241671.mp4_scene_7,F,Indoor,Non-combat,Medium shot,Non-selfie
7397447925460241671.mp4_scene_8,F,Indoor,Non-combat,Medium shot,Non-selfie
7397447925460241671.mp4_scene_9,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7397447925460241671.mp4_scene_10,F,Indoor,Non-combat,Medium shot,Non-selfie
7397447925460241671.mp4_scene_11,F,Indoor,Non-combat,Medium shot,Non-selfie
7397447925460241671.mp4_scene_12,no_spox,Outdoor,Combat,Empty,Non-selfie
7397447925460241671.mp4_scene_13,F,Indoor,Non-combat,Medium shot,Non-selfie
7397447925460241671.mp4_scene_14,F,Indoor,Non-combat,Medium shot,Non-selfie
7397447925460241671.mp4_scene_15,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7397447925460241671.mp4_scene_16,F,Indoor,Non-combat,Medium shot,Non-selfie
7400439237939563796.mp4_scene_1,F,Indoor,Non-combat,Medium full shot,Non-selfie
7400439237939563796.mp4_scene_2,mixed,Indoor,Non-combat,Medium full shot,Non-selfie
7400439237939563796.mp4_scene_3,F,Indoor,Non-combat,Medium full shot,Non-selfie
7400439237939563796.mp4_scene_4,F,Indoor,Non-combat,Medium full shot,Non-selfie
7400439237939563796.mp4_scene_5,F,Indoor,Non-combat,Medium shot,Non-selfie
7400439237939563796.mp4_scene_6,F,Indoor,Non-combat,Medium full shot,Non-selfie
7400439237939563796.mp4_scene_7,M,Indoor,Non-combat,Medium shot,Non-selfie
7400439237939563796.mp4_scene_8,F,Indoor,Non-combat,Medium full shot,Non-selfie
